بدم,31
گاهی,31
لوازم,31
خط,31
میخوام,31
ساختش,31
صدایی,31
هدفونهای,31
ضربه,30
مشابه,30
خش,30
دوام,30
قفل,30
زده,30
کلام,30
شارژر,30
پایینی,30
اولش,30
حدودا,30
موارد,30
مهمه,30
کشور,30
بلوتوث,30
کنی,30
نمیخوره,30
سیدی,30
سطح,30
دیویدی,30
نمیشید,30
حرارت,30
یخچال,30
اتوی,30
چرخ,30
نسخه,29
دقیقا,29
ممنونم,29
بیاد,29
نرم,29
تماس,29
پشیمونم,29
هندزفری,29
ظاهری,29
نرمافزار,29
میره,29
نام,29
شکل,29
زیاده,29
خرد,29
دفترچه,29
آخر,28
هارو,28
اینم,28
هدست,28
دستی,28
نمایشش,28
دیروز,28
باشم,28
روزی,28
میخواین,28
میکنی,28
نسل,28
سیمش,28
اشاره,27
براحتی,27
عیب,27
قلم,27
خدا,27
کردیم,27
بدن,27
سختافزاری,27
روزانه,27
آپدیت,27
اصل,27
میخوان,27
کامپیوتر,27
ته,27
رفته,27
ندارم,27
چندین,27
پلاستیک,27
موفق,27
بصورت,27
آهنگ,27
فرانسه,27
نان,27
رضایت,26
اپل,26
میدن,26
بردم,26
نخرید,26
صد,26
روان,26
میتونین,26
مدتی,26
سرویس,26
نظرات,26
درایو,26
حساب,26
مانیتور,26
خسته,26
شبیه,26
نقد,26
میوه,26
تفلون,26
تیغه,26
کیفیته,26
نگران,25
طریق,25
خورده,25
احتمالا,25
راست,25
هوشمند,25
اب,25
باسلام,25
اومده,25
خالی,25
تومن,25
سرعتش,25
میکشه,25
وب,25
ریز,25
زدن,25
ارزون,25
ان,25
درش,25
خلاف,25
آدم,25
گرد,25
انواع,25
شفاف,25
سنهایزر,25
پنکه,25
گوشیهای,24
فاصله,24
برنامههای,24
ویژن,24
چپ,24
باطریش,24
ریختم,24
دیوار,24
ظریف,24
دریافت,24
ارسال,24
تری,24
محصولی,24
افزایش,24
ببرید,24
قبوله,24
موضوع,24
نکنین,24
شبکههای,24
ابزار,24
درج,24
طوری,24
دیگ,24
مال,24
تیره,24
مخلوط,24
پخت,24
ظروف,24
تصمیم,23
تفاوت,23
فرق,23
جور,23
یکسال,23
مثبت,23
اینا,23
اندروید,23
اکثر,23
رابط,23
پایه,23
نکرد,23
کیفیتی,23
جوری,23
محکم,23
واقعی,23
مک,23
صورتی,23
بگیرین,23
گرونتر,23
فارسی,23
منم,23
ابعاد,23
براى,23
خارج,23
جنسش,23
چرب,23
آسیاب,23
ارتقا,22
امکاناتش,22
باکیفیت,22
خریده,22
مداوم,22
چندان,22
دردسر,22
لگ,22
پرداخت,22
ارزونتر,22
مفید,22
نویسی,22
میخرم,22
اولا,22
نظیره,22
خصوصا,22
باشن,22
شارژی,22
مونتاژ,22
استیل,22
میکنند,21
شب,21
ظرفیت,21
فعلا,21
میشید,21
برید,21
بخوره,21
کنده,21
نصف,21
میدهد,21
سالم,21
فک,21
بدین,21
ارائه,21
وجه,21
توقع,21
دهنده,21
میزان,21
کیبوردش,21
پارچه,21
قشنگ,21
میتوان,21
قهوه,21
هزار,20
ضبط,20
نرمافزاری,20
هدیه,20
ظاهرش,20
شارژش,20
دم,20
اتوماتیک,20
نباشید,20
اهمیت,20
الجی,20
نو,20
تعمیر,20
نبودم,20
مرسی,20
نمونه,20
ندارید,20
داخلش,20
ورودی,20
نکات,20
کافیه,20
کارکرد,20
واقع,20
همسرم,20
میگه,20
فاکتور,20
تاپو,20
لحظه,20
حرکت,20
دقیق,20
جزو,20
ببینید,20
طبیعیه,20
آزار,20
مشتری,20
وضوح,20
کارتن,20
نمیکنید,20
قبولی,20
نیکون,20
رنگی,20
آشپزخانه,20
کفی,20
اسپیکر,19
آیفون,19
زوم,19
مقرون,19
افت,19
جمله,19
کاربر,19
قبلیم,19
اطلاعات,19
بزرگتر,19
ساپورت,19
میخواهید,19
بعدش,19
میندازه,19
گذشت,19
حین,19
میکنیم,19
واقعاً,19
انقدر,19
قدرتمند,19
لپتاب,19
ایی,19
دکمههای,19
تون,19
مهمتر,19
پیگیری,19
قطعه,19
کاربرد,19
برسه,19
سیب,19
کردنش,19
لایه,19
جلوه,19
تصاویر,19
کیسه,19
پوستهای,19
نچسب,19
سینی,19
ظاهرا,18
جالبی,18
همش,18
قطعا,18
جون,18
عادت,18
محل,18
میداره,18
چیزش,18
عملا,18
ضد,18
مجبور,18
شو,18
نمیشود,18
فر,18
همچین,18
نمیکردم,18
اینجوری,18
زبان,18
معمولا,18
دارین,18
تاپهای,18
هستین,18
فتوشاپ,18
اقدام,18
بخوام,18
دمای,18
گیم,18
باس,18
حساس,18
حذف,18
محدوده,18
گرونه,18
مشاهده,18
فایل,18
پلیر,18
روکش,18
فرمت,18
شیر,18
توان,18
کالای,18
امپ,18
گوشتی,18
متری,17
یکبار,17
میکنین,17
اعتماد,17
مزیت,17
قشنگه,17
درضمن,17
فول,17
میکروفون,17
نکنم,17
وزنش,17
خودشون,17
کاربران,17
خواهید,17
فعال,17
نقص,17
مطمئن,17
منفی,17
اطراف,17
خواستم,17
بزرگه,17
کوتاه,17
میدین,17
چرخش,17
خودکار,17
کمیداره,17
خنک,17
معمولیه,17
نصبش,17
قویتر,17
فهمیدم,17
کوچیکه,17
خریدن,17
نفر,17
هرچی,17
بدلیل,17
بهم,17
شبکه,17
منزل,17
خاک,17
شستن,17
قالب,17
شستشو,17
رنده,17
جوهر,17
ایرفون,17
اسم,16
بالاخره,16
سنسور,16
نویز,16
برنامهها,16
ذوق,16
ارتفاع,16
باقی,16
هیچی,16
بلک,16
کوچکترین,16
ثبت,16
سالی,16
کاربردیه,16
بازیها,16
مشکلات,16
حدی,16
فضای,16
رقیب,16
کارم,16
اورجینال,16
میبره,16
سازنده,16
نخواهد,16
اندازی,16
کاملاً,16
گردی,16
فلزی,16
اینچی,16
سانت,16
محض,16
رفتن,16
همینطور,16
کوله,16
نتونستم,16
درسته,16
معتبر,16
داری,16
تونستم,16
مشکلش,16
اطمینان,16
برطرف,16
زیرش,16
ساب,16
بره,16
براق,16
هس,16
درود,16
میتوانید,16
کانن,16
س,16
کتری,16
سرخ,16
اهنگ,16
لوله,16
پاناسونیک,16
خودشو,15
نیومد,15
بجز,15
خانواده,15
داشتیم,15
نا,15
ضعفش,15
کاور,15
الانم,15
سنگینی,15
نوشتن,15
گذاشتم,15
دونه,15
دوربینهای,15
معرفی,15
قاب,15
توسط,15
عرضه,15
خونگی,15
مراجعه,15
مادرم,15
آی,15
انتقال,15
جالبه,15
شکست,15
میخواد,15
لازمه,15
آفیس,15
کیبرد,15
مینویسم,15
آسیب,15
اف,15
ضعیفی,15
مستقیم,15
قدرتش,15
هفت,15
جان,15
هسته,15
کول,15
شفافیت,15
بیت,15
شنیده,15
تعجب,15
اشکال,15
تکنولوژی,15
ایه,15
جوره,15
نمایشگر,15
مشخصه,15
هوای,15
هرچند,15
ولوم,15
جلب,15
اونایی,15
کالاهای,15
میشینه,15
هوا,15
هرگز,15
ریموت,15
بوی,15
سوراخ,15
فابریک,15
گوشتون,15
گریل,15
برش,15
ضعفی,14
شرایط,14
پلاس,14
بزرگی,14
نگرانی,14
وضعیت,14
مقابل,14
خوبش,14
حسگر,14
مقاوم,14
نمیاره,14
کاهش,14
نکنه,14
جانبی,14
انصافا,14
الکی,14
عکسها,14
برندها,14
بستگی,14
خیال,14
هاردش,14
توضیح,14
جبران,14
پلی,14
قابلیتهای,14
دستگاههای,14
فرقی,14
نصبت,14
چک,14
بوت,14
دانشجویی,14
همونطور,14
خیره,14
ترجیح,14
بخصوص,14
بمونه,14
تاحالا,14
اتاق,14
میفته,14
الی,14
میبینید,14
خوشم,14
اینتل,14
لینوکس,14
محشره,14
معلوم,14
میتونست,14
بخشه,14
میتواند,14
قدر,14
نوری,14
رنگها,14
سختی,14
تماشای,14
گذاشته,14
کیفت,14
قرمز,14
چیه,14
معروف,14
لک,14
سرد,14
جفت,14
باکس,14
سانتی,14
قطر,14
جاروبرقی,14
اره,14
بگیره,13
برخورد,13
مطلوب,13
نظرتومهمه,13
تیز,13
هاست,13
اینها,13
اولیه,13
چیش,13
لیست,13
بزارید,13
شیکه,13
افتاد,13
مرور,13
موقعی,13
مد,13
مهمترین,13
قیاس,13
رعایت,13
لکه,13
سبکی,13
کدوم,13
میدید,13
دستگاهی,13
رایگان,13
تاثیر,13
تایید,13
ادم,13
پرش,13
راحتتر,13
گذشته,13
وسایل,13
ویژگی,13
کمک,13
سازگار,13
راستی,13
همزمان,13
درستش,13
دنیا,13
بطور,13
واقعن,13
هشت,13
هی,13
تخصصی,13
اهل,13
اصلن,13
قول,13
تعریف,13
دهیش,13
وسط,13
نمیتونم,13
شنیدن,13
احتمال,13
فیلمهای,13
نیازهای,13
باتوجه,13
تصویری,13
نیستن,13
ایمنی,13
دیجیتال,13
مرجوع,13
روشنه,13
توضیحات,13
جلوگیری,13
سایزش,13
گیرنده,13
مرطوب,13
زمینی,13
قاشق,13
ماهیتابه,13
شستشوی,13
چاپش,13
تومان,12
رفع,12
یکیش,12
گرون,12
زودتر,12
گزینههای,12
موجوده,12
صبر,12
واضح,12
برخلاف,12
لباسشویی,12
عوضش,12
گوشیها,12
السیدی,12
برد,12
مدام,12
میزنم,12
مونده,12
اینقدر,12
میگیرم,12
سرفیس,12
نرمافزارها,12
مطلب,12
اختیار,12
فنی,12
بکنید,12
بریزید,12
وبگردی,12
مجزا,12
گذاشتن,12
فرستادم,12
نکردن,12
ثابت,12
ویژگیهای,12
کاره,12
رام,12
تصویرش,12
سخته,12
محدودیت,12
استاندارد,12
گول,12
سرچ,12
عالیست,12
قیمتشم,12
گیمینگ,12
یکساله,12
کد,12
دووم,12
اومدن,12
مجموعه,12
اضافی,12
کنندس,12
اداری,12
علاقه,12
لرزش,12
بلندگو,12
سنگینه,12
برعکس,12
دل,12
آداپتور,12
بگذارید,12
ایده,12
کوچکتر,12
اینترنتی,12
عمق,12
فوکوس,12
ژاپن,12
سایزهای,12
کانال,12
وان,12
چربی,12
زودپز,12
بیسش,12
وات,12
آبمیوه,12
کمتری,11
عکسهای,11
سایتهای,11
جهانی,11
گوشه,11
نشان,11
بزرگترین,11
بیسیم,11
منتقل,11
وایرلس,11
کشید,11
حاضر,11
میشین,11
میز,11
نگفته,11
شدنش,11
اپدیت,11
بخریدش,11
براشون,11
ذره,11
برندی,11
مایکروسافت,11
متصل,11
تب,11
قدرتمندی,11
خرج,11
ایسر,11
کاراییش,11
نمیتونید,11
تاریخ,11
بشید,11
بذارید,11
بوک,11
توانایی,11
راهنمایی,11
پردازش,11
نبوده,11
نمیگیره,11
راجع,11
اوقات,11
نمیشد,11
اینچ,11
اوایل,11
متن,11
بیشترین,11
بالاتره,11
ساعته,11
جذب,11
میلی,11
تهران,11
محدود,11
دیسک,11
تک,11
پای,11
اساسدی,11
کشیده,11
مقداری,11
اعلام,11
گردن,11
نمیکرد,11
اونا,11
مچ,11
نقل,11
عید,11
چقدر,11
بخواید,11
بازه,11
علی,11
نمیتونه,11
میشم,11
آبی,11
پدش,11
گردو,11
مدلی,11
همراهش,11
بگیرن,11
ضرر,11
چراغ,11
درایورها,11
برخورداره,11
برخوردار,11
خرابی,11
مسافرت,11
تفاوتی,11
لبه,11
جلو,11
عرق,11
نگهدارنده,11
آمپر,11
بادی,11
شفافی,11
ارزان,11
بخره,11
پنکیک,11
پوسته,11
پوشانندگی,11
صاف,11
چربه,11
اونو,11
پیاز,11
برشته,11
موز,11
مصارف,11
راهنما,11
هد,11
آسان,11
هدفونی,11
ورزش,11
بیتس,11
موتورش,11
ها,10
صبح,10
نرسیده,10
قوتش,10
انتظاری,10
افتادن,10
ترک,10
گرچه,10
مشکلاتی,10
رد,10
افتاده,10
نوشتم,10
شکر,10
عملکردش,10
گرفتمش,10
ساعتها,10
پا,10
خوشبختانه,10
یکماه,10
رفتم,10
سوال,10
شماست,10
عجیب,10
م,10
مهندسی,10
گویا,10
شخصا,10
اونجا,10
رمش,10
نقره,10
طرفی,10
کارآمد,10
میدونم,10
دهید,10
حیف,10
ضخامت,10
صداهای,10
پنل,10
نصبه,10
بودجه,10
دفعه,10
مناسبیه,10
تردید,10
بهترینه,10
سرو,10
بعدا,10
عجیبه,10
لپتاپو,10
حواستون,10
فروشگاه,10
خریدتون,10
مادر,10
ایسوز,10
چندانی,10
موجودش,10
بتونید,10
مره,10
منوی,10
یدونه,10
کارتون,10
بینظیره,10
ذوقم,10
موج,10
انداز,10
نمیره,10
روشنش,10
کمکی,10
راستش,10
اینطور,10
میرسد,10
سپاس,10
میبود,10
خریدیم,10
اونقدر,10
میخریدم,10
ارزانتر,10
کانالهای,10
میریزه,10
همانطور,10
مثله,10
احترام,10
پوستتون,10
آرایش,10
خیلى,10
نفره,10
غذایی,10
لیسانس,10
تفلونش,10
دستگیره,10
تابهها,10
چینه,10
سطحش,10
چاپگر,10
صداشم,10
گوشها,10
امپلی,10
چکه,10
ساندبار,10
مرغ,10
آلمان,10
بخاری,10
خوردن,9
ترکیب,9
زور,9
اسکن,9
سرامیک,9
انگلیسی,9
نوت,9
گوشیم,9
حتماً,9
باتشکر,9
دوربینش,9
بعنوان,9
فراموش,9
شسته,9
مثه,9
دستتون,9
اتفاقی,9
بیاره,9
یخورده,9
کشیدم,9
غیره,9
مطالعه,9
چیزا,9
وقتا,9
اتمام,9
کارش,9
بچه,9
همینجا,9
پاسخ,9
مگه,9
بزنین,9
فروشنده,9
رسانی,9
فرصت,9
شگفت,9
حدودی,9
بعید,9
گارانتیش,9
سهولت,9
لمسی,9
میلیون,9
مجدد,9
محافظ,9
بدترین,9
دوسال,9
مردد,9
گفتند,9
میگرفتم,9
اصلاً,9
خواهرم,9
حق,9
خوندن,9
خبری,9
هرجا,9
کلیک,9
نگهداری,9
توقف,9
محصولو,9
دما,9
های,9
اساسی,9
خریدنش,9
پشتی,9
واسم,9
گرافیکش,9
پست,9
فرض,9
فایلهای,9
بشدت,9
پاور,9
درمورد,9
نمیرسه,9
حرفی,9
مثال,9
شکسته,9
مربوطه,9
ایرادش,9
دستگاهها,9
دیر,9
قدری,9
قضیه,9
ارتباط,9
باد,9
کنتراست,9
خوندم,9
ملی,9
کارکردن,9
میدی,9
پارسال,9
نظرمو,9
مبدل,9
برگ,9
سلیقه,9
وقته,9
همشون,9
مبلغ,9
صرفا,9
رنگهای,9
بخواهید,9
انرژی,9
نمیکند,9
یخ,9
دوستام,9
طراحیش,9
ازین,9
برآورده,9
طرح,9
بیرونی,9
شون,9
چسبیده,9
پاره,9
لق,9
شل,9
کنندست,9
اندازش,9
سام,9
خودمون,9
بالاس,9
عزیزی,9
چنانچه,9
مربع,9
تراز,9
نخ,9
ماندگاری,9
کانسیلر,9
پوستای,9
لباسها,9
حفظ,9
برنج,9
کیپ,9
تند,9
فرانسوی,9
آهن,9
لیوان,9
راهنمای,9
کاتریج,9
مادیران,9
بم,9
چکشی,9
کنش,9
مکشش,9
بخاردهی,9
پریز,9
چای,9
خوشحالم,8
سریعا,8
زمین,8
فیلمبرداری,8
پرو,8
عکسای,8
بخریم,8
شخصه,8
مگر,8
عقب,8
پشتش,8
خوده,8
یدک,8
امید,8
نیومده,8
سوخت,8
آخ,8
جوابگو,8
بهبود,8
مودم,8
بتونه,8
اینکار,8
عبارت,8
هدر,8
رندر,8
فراوان,8
اونجایی,8
اطلاع,8
ندارین,8
چندتا,8
متاسفم,8
تاکید,8
تاچش,8
رابطه,8
قضاوت,8
رزولوشن,8
بیشتره,8
وقتها,8
بلد,8
ناراضی,8
بالاتری,8
فرکانس,8
باریک,8
نوار,8
نمیتوان,8
نبودن,8
باشی,8
باشیم,8
میپوشونه,8
بازدهی,8
بدنش,8
پورتها,8
کانفیگ,8
لطف,8
کردی,8
معلومه,8
لبتاپ,8
اخر,8
بالاترین,8
آمازون,8
ماوس,8
گاز,8
سریهای,8
میدونستم,8
کشورهای,8
دسترسی,8
باش,8
زنده,8
محترم,8
وکیفیت,8
جابجا,8
میخرید,8
مرسیدیجیکالا,8
کوچولو,8
دوما,8
میگیرد,8
افتضاح,8
ازشون,8
مواردی,8
کامنت,8
کیس,8
هاشون,8
اقوام,8
کپی,8
هاشو,8
لود,8
برچسب,8
بزنی,8
اونی,8
خانمم,8
خریدار,8
پولتون,8
نمیارزه,8
واز,8
جداگانه,8
گرمای,8
متوسطه,8
اشتباهی,8
اید,8
خروج,8
کجا,8
فیلتر,8
کیت,8
تلویزیونها,8
کره,8
متریال,8
فیک,8
محصولاتش,8
گلدیران,8
یکدست,8
منافذ,8
فاقد,8
قبلش,8
کیک,8
ترکیه,8
بکار,8
حک,8
غذای,8
همزن,8
ابر,8
خانه,8
برگه,8
لیزری,8
کارا,8
راک,8
گوشم,8
بستم,8
اروپا,8
مولینکس,8
جک,8
جاروی,8
توستر,8
کوب,8
دکر,8
نون,8
آلمانی,8
فرز,8
پلوپز,8
منحصر,7
تشخیص,7
تاریکی,7
تستش,7
ناامید,7
اپ,7
بدتر,7
نهایتا,7
جابجایی,7
همگی,7
بارها,7
اکثرا,7
سفت,7
موردی,7
روون,7
بلا,7
برایم,7
دوساله,7
دلیلش,7
جیب,7
محیطهای,7
نت,7
هنوزم,7
خیلیها,7
حسابی,7
نازکه,7
گوگل,7
کلمه,7
بلاخره,7
جورایی,7
تاثیری,7
اولی,7
مرتب,7
آشپزخونه,7
پسر,7
ببینم,7
جزئیات,7
کمترین,7
سیستمهای,7
مطرح,7
معایب,7
هنگی,7
شارژدهی,7
توشیبا,7
تبلتی,7
جستجو,7
کمبود,7
گیرم,7
مسئله,7
آنتی,7
ویروس,7
خواستین,7
درگاه,7
پاسخگویی,7
خریدشو,7
تجهیزات,7
میپره,7
پیکسل,7
انتظارات,7
نرید,7
خرابه,7
نخورید,7
مواقع,7
عیبش,7
بزنه,7
ضمانت,7
بگیر,7
شانس,7
ببخشید,7
مارکهای,7
عاشق,7
نداریم,7
تایم,7
واس,7
هوشمنده,7
کندی,7
مدلو,7
نسب,7
میسوزه,7
تاپها,7
نخریدم,7
باتریشم,7
قویه,7
فرستادن,7
نمیکنن,7
اسکرین,7
تابستون,7
خستگی,7
گه,7
مطلوبی,7
حتمن,7
متناسب,7
هنگامیکه,7
توى,7
مشخصاتش,7
دیجى,7
هاى,7
ارزششو,7
میتونی,7
حجمش,7
درایورهای,7
بیارید,7
کنندگی,7
برادرم,7
پلمپ,7
شرکتی,7
صداست,7
خوبن,7
باور,7
معقولی,7
ناموجود,7
دستش,7
یادتون,7
خوبیش,7
کلیدها,7
بلندگوها,7
دکمهها,7
بدیش,7
شکیل,7
چیزای,7
دوستی,7
شدید,7
شناخته,7
میداد,7
مولتی,7
نمودم,7
رسیدم,7
اسلات,7
افتضاحه,7
همینه,7
دوستمون,7
ینی,7
تاخیر,7
پرسنل,7
فراهم,7
کارو,7
مردم,7
هرکی,7
منکه,7
جایگزین,7
اندکی,7
خواهش,7
انتخابه,7
آش,7
جوریه,7
نخوره,7
دوبار,7
آوردن,7
آینه,7
بدونید,7
صنعت,7
کباب,7
دومین,7
اثری,7
کی,7
تمومه,7
اینچه,7
میکردن,7
مراتب,7
احتیاط,7
متوسطی,7
عزیزان,7
پیشرفته,7
آپشنهای,7
بردن,7
تعبیه,7
وبه,7
کش,7
صدمه,7
جمهوری,7
تعصب,7
بخرن,7
فلیپس,7
خشکی,7
سفیده,7
تیرهتر,7
ارایش,7
کثیف,7
دوسش,7
شیشه,7
بو,7
فلز,7
میدادم,7
سبزیجات,7
میچسبه,7
بزارین,7
کفش,7
سبزی,7
زندگی,7
گرما,7
گم,7
کابینت,7
گلاسه,7
رادیو,7
متال,7
خیس,7
چفت,7
هدفونها,7
کمال,7
ریجن,7
صداشو,7
تفالهها,7
کیفیتتر,7
تیغهها,7
باربری,7
طعم,7
کشی,7
زنجیر,7
طلایی,6
دسترس,6
اندرویدی,6
چهره,6
امنیت,6
گیگابایت,6
استحکام,6
آپدیتهای,6
یادم,6
مگاپیکسل,6
سنگ,6
لبههای,6
پذیر,6
قلمش,6
هماهنگ,6
امکاناتی,6
هک,6
نصفه,6
خبر,6
هیچوقت,6
نیاورد,6
مموری,6
ریست,6
مدیا,6
هرکاری,6
یهو,6
بخواین,6
سنگینترین,6
ادامه,6
استور,6
نرمافزارش,6
بندازید,6
اعصاب,6
مشکلو,6
قدیم,6
ویندوزی,6
مکالمه,6
بعداز,6
کنون,6
بعضیها,6
صفر,6
اماده,6
اجازه,6
بهمراه,6
